image_path,mineral,durete
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_334.jpg,azurite,3.86
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_335.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_336.jpg,azurite,3.76
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_337.jpg,azurite,3.66
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_338.jpg,azurite,3.9
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_339.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_34.jpg,azurite,3.72
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_340.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_341.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_342.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_343.jpg,azurite,3.92
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_344.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_345.jpg,azurite,3.7
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_346.jpg,azurite,3.59
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_347.jpg,azurite,3.58
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_348.jpg,azurite,3.63
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_349.jpg,azurite,3.77
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_35.jpg,azurite,3.86
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_350.jpg,azurite,3.83
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_351.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_352.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_353.jpg,azurite,3.87
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_354.jpg,azurite,3.78
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_355.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_356.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_357.jpg,azurite,3.62
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_358.jpg,azurite,3.68
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_359.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_36.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_360.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_361.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_362.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_363.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_364.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_365.jpg,azurite,3.74
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_366.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_367.jpg,azurite,3.75
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_368.jpg,azurite,3.74
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_369.jpg,azurite,3.59
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_37.jpg,azurite,3.72
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_370.jpg,azurite,3.7
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_371.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_372.jpg,azurite,3.82
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_373.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_374.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_375.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_376.jpg,azurite,3.75
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_377.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_378.jpg,azurite,3.83
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_379.jpg,azurite,3.58
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_38.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_380.jpg,azurite,3.82
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_381.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_382.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_383.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_384.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_385.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_386.jpg,azurite,3.82
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_387.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_388.jpg,azurite,3.77
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_389.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_39.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_390.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_391.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_392.jpg,azurite,3.6
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_393.jpg,azurite,3.53
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_394.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_395.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_396.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_397.jpg,azurite,3.84
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_398.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_399.jpg,azurite,3.66
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_4.jpg,azurite,3.92
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_40.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_400.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_401.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_402.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_403.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_404.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_405.jpg,azurite,3.94
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_406.jpg,azurite,3.87
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_407.jpg,azurite,3.9
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_408.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_409.jpg,azurite,3.59
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_41.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_410.jpg,azurite,3.9
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_411.jpg,azurite,4.0
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_412.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_413.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_414.jpg,azurite,3.89
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_415.jpg,azurite,3.67
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_416.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_417.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_418.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_419.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_42.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_420.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_421.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_422.jpg,azurite,3.75
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_423.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_424.jpg,azurite,3.66
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_425.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_426.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_427.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_428.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_429.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_43.jpg,azurite,3.66
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_430.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_431.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_432.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_433.jpg,azurite,3.82
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_434.jpg,azurite,3.72
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_435.jpg,azurite,3.65
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_436.jpg,azurite,3.66
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_437.jpg,azurite,3.84
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_438.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_439.jpg,azurite,3.9
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_44.jpg,azurite,3.89
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_440.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_441.jpg,azurite,3.75
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_442.jpg,azurite,3.53
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_443.jpg,azurite,3.77
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_444.jpg,azurite,3.72
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_445.jpg,azurite,3.94
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_446.jpg,azurite,3.68
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_447.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_448.jpg,azurite,3.57
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_449.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_45.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_450.jpg,azurite,3.55
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_451.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_452.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_453.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_454.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_455.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_456.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_457.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_458.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_459.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_46.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_460.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_461.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_462.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_463.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_464.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_465.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_466.jpg,azurite,3.89
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_467.jpg,azurite,3.78
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_468.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_469.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_47.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_470.jpg,azurite,3.75
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_471.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_472.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_473.jpg,azurite,3.53
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_474.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_475.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_476.jpg,azurite,3.82
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_477.jpg,azurite,3.87
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_478.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_479.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_48.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_480.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_481.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_482.jpg,azurite,3.61
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_483.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_484.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_485.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_486.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_487.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_488.jpg,azurite,3.76
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_489.jpg,azurite,4.0
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_49.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_490.jpg,azurite,3.78
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_491.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_492.jpg,azurite,3.76
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_493.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_494.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_495.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_496.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_497.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_498.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_499.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_5.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_50.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_500.jpg,azurite,3.95
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_501.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_502.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_503.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_504.jpg,azurite,3.59
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_505.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_506.jpg,azurite,3.68
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_507.jpg,azurite,3.79
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_508.jpg,azurite,3.54
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_509.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_51.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_510.jpg,azurite,3.85
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_511.jpg,azurite,3.77
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_512.jpg,azurite,3.65
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_513.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_514.jpg,azurite,3.84
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_515.jpg,azurite,3.58
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_516.jpg,azurite,3.96
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_517.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_518.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_519.jpg,azurite,3.86
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_52.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_520.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_521.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_522.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_523.jpg,azurite,3.52
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_524.jpg,azurite,3.51
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_525.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_526.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_527.jpg,azurite,3.99
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_528.jpg,azurite,3.58
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_529.jpg,azurite,3.8
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_53.jpg,azurite,3.69
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_530.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_531.jpg,azurite,3.92
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_532.jpg,azurite,3.92
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_533.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_534.jpg,azurite,3.71
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_535.jpg,azurite,3.64
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_536.jpg,azurite,3.53
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_537.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_538.jpg,azurite,3.91
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_539.jpg,azurite,4.0
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_54.jpg,azurite,4.0
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_540.jpg,azurite,3.78
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_541.jpg,azurite,3.88
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_542.jpg,azurite,3.97
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_543.jpg,azurite,3.92
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_544.jpg,azurite,3.62
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_545.jpg,azurite,3.73
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_546.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_547.jpg,azurite,3.98
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_548.jpg,azurite,3.8
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_549.jpg,azurite,3.61
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_55.jpg,azurite,3.84
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_550.jpg,azurite,3.81
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_551.jpg,azurite,3.68
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_552.jpg,azurite,3.56
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_553.jpg,azurite,3.84
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_554.jpg,azurite,3.76
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_555.jpg,azurite,3.89
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_556.jpg,azurite,3.76
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_557.jpg,azurite,3.93
C:/Users/dembe/Desktop/projet_minerai/images\azurite\azurite_558.jpg,azurite,3.78
